week,film,novel,Book 1: film,Book 1: novel,Book 2: film,Book 2: novel,Book 3: film,Book 3: novel,Book 4: film,Book 4: novel,Book 5: film,Book 5: novel,Book 6: film,Book 6: novel,Book 7: film pt1,Book 7:film pt2,Book 7: novel
2012-10-14,28,1480,20.25,37.0689655172,24,53.5862068966,25.0344827586,14.5454545455,37.9259259259,17.7741935484,35.8620689655,17.9032258065,51.5806451613,24.3870967742,131.2083333333,125.3333333333,92.1739130435
2012-10-21,24,1440,18,39.6551724138,24.8275862069,48.4827586207,25.0344827586,15.1515151515,36.7407407407,19,26.8965517241,19.8387096774,41,20.9032258065,136.7916666667,122.6666666667,96.7826086957
2012-10-28,23,1480,21.375,40.5172413793,25.6551724138,74,24.275862069,18.7878787879,42.6666666667,22.6774193548,32.275862069,23.2258064516,42.3225806452,25.5483870968,142.375,122.6666666667,99.0869565217
2012-11-04,23,1360,18,43.1034482759,29.7931034483,63.7931034483,25.7931034483,16.3636363636,39.1111111111,18.3870967742,31.3793103448,22.7419354839,43.6451612903,27.2903225806,139.5833333333,114.6666666667,87.5652173913
2012-11-11,25,1440,20.25,35.3448275862,31.4482758621,58.6896551724,30.3448275862,17.5757575758,49.7777777778,23.9032258065,40.3448275862,22.2580645161,48.935483871,30.1935483871,142.375,133.3333333333,99.0869565217
2012-11-18,26,1440,20.25,40.5172413793,28.1379310345,47.2068965517,30.3448275862,15.7575757576,47.4074074074,25.7419354839,43.0344827586,22.2580645161,51.5806451613,27.2903225806,156.3333333333,146.6666666667,103.6956521739
2012-11-25,28,1480,20.25,41.3793103448,27.3103448276,59.9655172414,27.3103448276,16.9696969697,43.8518518519,24.5161290323,37.6551724138,29.0322580645,56.8709677419,30.1935483871,161.9166666667,168,119.8260869565
2012-12-02,21,1360,19.125,35.3448275862,24.8275862069,49.7586206897,24.275862069,16.3636363636,36.7407407407,17.7741935484,30.4827586207,21.7741935484,43.6451612903,23.8064516129,139.5833333333,120,96.7826086957
2012-12-09,32,1440,20.25,36.2068965517,25.6551724138,53.5862068966,26.5517241379,16.9696969697,39.1111111111,19.6129032258,27.7931034483,23.2258064516,43.6451612903,28.4516129032,147.9583333333,128,99.0869565217
2012-12-16,27,1440,20.25,37.0689655172,26.4827586207,57.4137931034,28.0689655172,17.5757575758,39.1111111111,21.4516129032,32.275862069,20.8064516129,43.6451612903,25.5483870968,147.9583333333,128,99.0869565217
2012-12-23,40,1880,27,43.9655172414,37.2413793103,72.724137931,33.3793103448,22.4242424242,58.0740740741,22.064516129,43.0344827586,25.1612903226,66.1290322581,36,206.5833333333,205.3333333333,145.1739130435
2012-12-30,47,1840,27,44.8275862069,38.0689655172,67.6206896552,40.9655172414,21.8181818182,68.7407407407,24.5161290323,51.1034482759,28.064516129,76.7096774194,31.3548387097,220.5416666667,192,124.4347826087
2013-01-06,28,1440,19.125,34.4827586207,28.1379310345,51.0344827586,27.3103448276,15.7575757576,43.8518518519,18.3870967742,31.3793103448,21.7741935484,48.935483871,22.6451612903,150.75,128,106
2013-01-13,26,1440,18,31.8965517241,24,47.2068965517,25.0344827586,14.5454545455,39.1111111111,17.7741935484,29.5862068966,20.8064516129,42.3225806452,18.5806451613,131.2083333333,117.3333333333,99.0869565217
2013-01-20,30,1400,19.125,36.2068965517,26.4827586207,51.0344827586,25.7931034483,15.1515151515,39.1111111111,17.7741935484,31.3793103448,19.3548387097,39.6774193548,21.4838709677,134,112,89.8695652174
2013-01-27,21,1320,16.875,36.2068965517,24,54.8620689655,22,15.7575757576,37.9259259259,19.6129032258,31.3793103448,19.3548387097,38.3548387097,22.6451612903,139.5833333333,106.6666666667,82.9565217391
2013-02-03,23,1320,16.875,34.4827586207,25.6551724138,49.7586206897,25.0344827586,14.5454545455,36.7407407407,17.1612903226,27.7931034483,20.3225806452,37.0322580645,20.3225806452,122.8333333333,106.6666666667,80.652173913
2013-02-10,25,1320,16.875,32.7586206897,29.7931034483,49.7586206897,22,13.9393939394,35.5555555556,15.3225806452,28.6896551724,16.935483871,37.0322580645,19.1612903226,125.625,101.3333333333,85.2608695652
2013-02-17,25,1320,19.125,32.7586206897,28.9655172414,48.4827586207,25.0344827586,15.1515151515,40.2962962963,16.5483870968,27.7931034483,17.4193548387,41,18,134,128,89.8695652174
2013-02-24,25,1360,21.375,32.7586206897,29.7931034483,47.2068965517,25.7931034483,13.9393939394,35.5555555556,15.3225806452,27.7931034483,16.935483871,43.6451612903,17.4193548387,120.0416666667,130.6666666667,92.1739130435
2013-03-03,23,1320,20.25,33.6206896552,34.7586206897,42.1034482759,27.3103448276,13.9393939394,39.1111111111,15.935483871,26.8965517241,17.9032258065,43.6451612903,16.2580645161,114.4583333333,112,85.2608695652
2013-03-10,23,1280,18,39.6551724138,33.1034482759,43.3793103448,33.3793103448,14.5454545455,42.6666666667,17.1612903226,30.4827586207,19.3548387097,46.2903225806,18.5806451613,111.6666666667,104,78.347826087
2013-03-17,24,1280,18,37.0689655172,28.1379310345,61.2413793103,30.3448275862,15.1515151515,47.4074074074,18.3870967742,34.0689655172,20.8064516129,42.3225806452,22.064516129,108.875,101.3333333333,87.5652173913
2013-03-24,27,1560,22.5,41.3793103448,35.5862068966,53.5862068966,31.8620689655,18.1818181818,55.7037037037,19.6129032258,36.7586206897,20.8064516129,56.8709677419,24.9677419355,139.5833333333,122.6666666667,96.7826086957
2013-03-31,30,1640,23.625,36.2068965517,32.275862069,52.3103448276,33.3793103448,15.7575757576,53.3333333333,19,42.1379310345,20.3225806452,80.6774193548,26.7096774194,164.7083333333,136,101.3913043478
2013-04-07,22,1320,20.25,32.7586206897,26.4827586207,43.3793103448,25.7931034483,14.5454545455,37.9259259259,16.5483870968,30.4827586207,18.3870967742,46.2903225806,16.8387096774,128.4166666667,106.6666666667,87.5652173913
2013-04-14,21,1240,18,36.2068965517,24,45.9310344828,23.5172413793,14.5454545455,34.3703703704,16.5483870968,26.8965517241,17.4193548387,39.6774193548,18.5806451613,114.4583333333,98.6666666667,80.652173913
2013-04-21,21,1240,18,35.3448275862,25.6551724138,44.6551724138,25.0344827586,14.5454545455,36.7407407407,17.1612903226,28.6896551724,19.3548387097,38.3548387097,16.2580645161,117.25,98.6666666667,82.9565217391
2013-04-28,21,1240,19.125,35.3448275862,28.1379310345,44.6551724138,26.5517241379,13.9393939394,36.7407407407,16.5483870968,29.5862068966,20.8064516129,38.3548387097,17.4193548387,114.4583333333,96,87.5652173913
2013-05-05,21,1240,19.125,34.4827586207,27.3103448276,42.1034482759,25.0344827586,13.9393939394,36.7407407407,17.7741935484,30.4827586207,20.3225806452,38.3548387097,15.6774193548,103.2916666667,98.6666666667,80.652173913
